"Symbol","Description","Universe","Return on Invested Capital (TTM)","Price/Earnings (TTM)","Sector","Industry","Same Sub-Industry As","Market Capitalization"
"ADM","Archer-Daniels-Midland Co","Domestic","12.08%","13.48","Consumer Staples","Food Products","Agricultural Products","$54B (Large)"
"MNST","Monster Beverage Corp","Domestic","18.49%","45.06","Consumer Staples","Beverages","Soft Drinks","$54B (Large)"
"EPD","Enterprise Products Partners LP","Domestic","9.61%","10.82","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Storage & Transportation","$54B (Large)"
"FCX","Freeport-McMoRan Inc","Domestic","14.40%","14.34","Materials","Metals & Mining","Copper","$54B (Large)"
"KLAC","KLA Corp","Domestic","35.25%","17.26","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$54B (Large)"
"KDP","Keurig Dr Pepper Inc","Domestic","4.16%","30.03","Consumer Staples","Beverages","Soft Drinks","$54B (Large)"
"VLO","Valero Energy Corp","Domestic","24.53%","6.05","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$55B (Large)"
"F","Ford Motor Co","Domestic","5.53%","6.36","Consumer Discretionary","Automobiles","Automobile Manufacturers","$57B (Large)"
"GM","General Motors Co","Domestic","5.73%","6.78","Consumer Discretionary","Automobiles","Automobile Manufacturers","$57B (Large)"
"EMR","Emerson Electric Co","Domestic","16.00%","17.72","Industrials","Electrical Equipment","Electrical Components & Equipment","$57B (Large)"
"DG","Dollar General Corp","Domestic","11.38%","25.65","Consumer Discretionary","Multiline Retail","General Merchandise Stores","$58B (Large)"
"NSC","Norfolk Southern Corp","Domestic","8.91%","18.48","Industrials","Road & Rail","Railroads","$58B (Large)"
"MPC","Marathon Petroleum Corp","Domestic","21.51%","5.56","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Refining & Marketing","$59B (Large)"
"ATVI","Activision Blizzard Inc","Domestic","7.39%","35.65","Communication Services","Entertainment","Interactive Home Entertainment","$59B (Large)"
"PXD","Pioneer Natural Resources Co","Domestic","22.07%","8.96","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$60B (Large)"
"CHTR","Charter Communications Inc","Domestic","4.95%","12.05","Communication Services","Media","Cable & Satellite","$60B (Large)"
"CCI","Crown Castle Inc","Domestic","4.40%","37.41","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$60B (Large)"
"ABNB","Airbnb Inc","Domestic","21.60%","39.75","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","$60B (Large)"
"EQIX","Equinix Inc","Domestic","2.61%","85.86","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$61B (Large)"
"LRCX","Lam Research Corp","Domestic","37.57%","13.07","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$62B (Large)"
"BSX","Boston Scientific Corp","Domestic","2.32%","104.90","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$62B (Large)"
"SHW","Sherwin-Williams Co","Domestic","12.75%","32.94","Materials","Chemicals","Specialty Chemicals","$63B (Large)"
"MU","Micron Technology Inc","Domestic","15.62%","7.58","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$64B (Large)"
"CL","Colgate-Palmolive Co","Domestic","18.75%","33.31","Consumer Staples","Household Products","Household Products","$64B (Large)"
"FISV","Fiserv Inc","Domestic","3.35%","31.72","Information Technology","IT Services","Data Processing & Outsourced Services","$64B (Large)"
"OXY","Occidental Petroleum Corp","Domestic","19.78%","6.02","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas","$66B (Large)"
"ETN","Eaton Corporation PLC","Domestic","8.21%","29.14","Industrials","Electrical Equipment","Electrical Components & Equipment","$66B (Large)"
"HCA","HCA Healthcare Inc","Domestic","16.19%","13.26","Health Care","Health Care Providers & Services","Health Care Facilities","$66B (Large)"
"WM","Waste Management Inc","Domestic","8.85%","30.33","Industrials","Commercial Services & Supplies","Environmental & Facilities Services","$67B (Large)"
"CSX","CSX Corp","Domestic","10.52%","16.98","Industrials","Road & Rail","Railroads","$67B (Large)"
"BDX","Becton Dickinson and Co","Domestic","3.54%","43.80","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$67B (Large)"
"APD","Air Products and Chemicals Inc","Domestic","9.66%","30.66","Materials","Chemicals","Industrial Gases","$69B (Large)"
"MRNA","Moderna Inc","Domestic","77.88%","6.49","Health Care","Biotechnology","Biotechnology","$69B (Large)"
"GD","General Dynamics Corp","Domestic","9.28%","20.95","Industrials","Aerospace & Defense","Aerospace & Defense","$69B (Large)"
"ZTS","Zoetis Inc","Domestic","17.93%","33.97","Health Care","Pharmaceuticals","Pharmaceuticals","$69B (Large)"
"ITW","Illinois Tool Works Inc","Domestic","23.43%","26.11","Industrials","Machinery","Industrial Machinery","$70B (Large)"
"MMM","3M Co","Domestic","17.52%","11.21","Industrials","Industrial Conglomerates","Industrial Conglomerates","$71B (Large)"
"TGT","Target Corp","Domestic","10.96%","21.61","Consumer Discretionary","Multiline Retail","General Merchandise Stores","$73B (Large)"
"BKNG","Booking Holdings Inc","Domestic","15.71%","31.97","Consumer Discretionary","Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines","$76B (Large)"
"SLB","Schlumberger NV","Domestic","9.49%","25.91","Energy","Energy Equipment & Services","Oil & Gas Equipment & Services","$76B (Large)"
"EL","Estee Lauder Companies Inc","Domestic","15.04%","37.02","Consumer Staples","Personal Products","Personal Products","$79B (Large)"
"NOC","NORTHROP GRUMMAN CORP","Domestic","16.89%","14.91","Industrials","Aerospace & Defense","Aerospace & Defense","$81B (Large)"
"NOW","ServiceNow Inc","Domestic","3.25%","404.60","Information Technology","Software","Systems Software","$81B (Large)"
"MO","Altria Group Inc","Domestic","16.41%","17.54","Consumer Staples","Tobacco","Tobacco","$81B (Large)"
"REGN","Regeneron Pharmaceuticals Inc","Domestic","24.00%","15.81","Health Care","Biotechnology","Biotechnology","$82B (Large)"
"VRTX","Vertex Pharmaceuticals Inc","Domestic","26.40%","25.37","Health Care","Biotechnology","Biotechnology","$83B (Large)"
"EOG","EOG Resources Inc","Domestic","21.82%","11.33","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$85B (Large)"
"SYK","Stryker Corp","Domestic","8.04%","35.23","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$86B (Large)"
"ADI","Analog Devices Inc","Domestic","5.66%","46.65","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$87B (Large)"
"MDLZ","Mondelez International Inc","Domestic","5.19%","29.50","Consumer Staples","Food Products","Packaged Foods & Meats","$91B (Large)"
"PYPL","PayPal Holdings Inc","Domestic","6.96%","40.64","Information Technology","IT Services","Data Processing & Outsourced Services","$91B (Large)"
"AMAT","Applied Materials Inc","Domestic","33.61%","14.39","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductor Equipment","$92B (Large)"
"ISRG","Intuitive Surgical Inc","Domestic","11.67%","69.62","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$93B (Large)"
"TJX","TJX Companies Inc","Domestic","18.92%","27.93","Consumer Discretionary","Specialty Retail","Apparel Retail","$93B (Large)"
"AMT","American Tower Corp","Domestic","5.51%","34.62","Real Estate","Equity Real Estate Investment Trusts (REITs)","Specialized REITs","$102B (Large)"
"MDT","Medtronic PLC","Domestic","5.35%","24.20","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$104B (Large)"
"PLD","Prologis Inc","Domestic","7.97%","21.45","Real Estate","Equity Real Estate Investment Trusts (REITs)","Industrial REITs","$107B (Large)"
"GILD","Gilead Sciences Inc","Domestic","6.07%","32.23","Health Care","Biotechnology","Biotechnology","$107B (Large)"
"ADP","Automatic Data Processing Inc","Domestic","34.57%","36.29","Information Technology","IT Services","Data Processing & Outsourced Services","$109B (Large)"
"INTU","Intuit Inc","Domestic","11.18%","54.13","Information Technology","Software","Application Software","$111B (Large)"
"SBUX","Starbucks Corp","Domestic","15.62%","34.74","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$113B (Large)"
"AMD","Advanced Micro Devices Inc","Domestic","6.58%","45.10","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$121B (Large)"
"INTC","Intel Corp","Domestic","9.32%","9.20","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$123B (Large)"
"CAT","Caterpillar Inc","Domestic","13.90%","17.33","Industrials","Machinery","Construction Machinery & Heavy Trucks","$123B (Large)"
"LMT","Lockheed Martin Corp","Domestic","16.19%","22.02","Industrials","Aerospace & Defense","Aerospace & Defense","$126B (Large)"
"DE","Deere & Co","Domestic","11.36%","20.82","Industrials","Machinery","Agricultural & Farm Machinery","$126B (Large)"
"NFLX","Netflix Inc","Domestic","12.86%","27.03","Communication Services","Entertainment","Movies & Entertainment","$128B (Large)"
"CVS","CVS Health Corp","Domestic","1.93%","42.29","Health Care","Health Care Providers & Services","Health Care Services","$131B (Large)"
"LOW","Lowe's Companies Inc","Domestic","24.46%","21.03","Consumer Discretionary","Specialty Retail","Home Improvement Retail","$131B (Large)"
"UNP","Union Pacific Corp","Domestic","12.10%","19.01","Industrials","Road & Rail","Railroads","$131B (Large)"
"IBM","International Business Machines Corp","Domestic","1.46%","92.06","Information Technology","IT Services","IT Consulting & Other Services","$135B (Large)"
"T","AT&T Inc","Domestic","5.38%","6.99","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services","$135B (Large)"
"QCOM","Qualcomm Inc","Domestic","39.09%","10.82","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$139B (Large)"
"RTX","Raytheon Technologies Corp","Domestic","3.84%","32.30","Industrials","Aerospace & Defense","Aerospace & Defense","$142B (Large)"
"HON","Honeywell International Inc","Domestic","12.64%","27.98","Industrials","Industrial Conglomerates","Industrial Conglomerates","$147B (Large)"
"CRM","Salesforce Inc","Domestic","0.74%","278.97","Information Technology","Software","Application Software","$149B (Large)"
"PM","Philip Morris International Inc","Domestic","46.14%","17.31","Consumer Staples","Tobacco","Tobacco","$151B (Large)"
"CMCSA","Comcast Corp","Domestic","2.12%","30.56","Communication Services","Media","Cable & Satellite","$152B (Large)"
"AMGN","Amgen Inc","Domestic","13.74%","23.00","Health Care","Biotechnology","Biotechnology","$153B (Large)"
"ADBE","Adobe Inc","Domestic","24.52%","32.63","Information Technology","Software","Application Software","$154B (Large)"
"UPS","United Parcel Service Inc","Domestic","21.92%","14.31","Industrials","Air Freight & Logistics","Air Freight & Logistics","$158B (Large)"
"TXN","Texas Instruments Inc","Domestic","40.46%","18.56","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$161B (Large)"
"COP","Conocophillips","Domestic","22.90%","9.33","Energy","Oil, Gas & Consumable Fuels","Oil & Gas Exploration & Production","$162B (Large)"
"VZ","Verizon Communications Inc","Domestic","6.27%","8.52","Communication Services","Diversified Telecommunication Services","Integrated Telecommunication Services","$165B (Large)"
"NKE","Nike Inc","Domestic","18.86%","30.10","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Footwear","$166B (Large)"
"BMY","Bristol-Myers Squibb Co","Domestic","7.94%","25.71","Health Care","Pharmaceuticals","Pharmaceuticals","$168B (Large)"
"LIN","Linde PLC","Domestic","6.03%","44.97","Materials","Chemicals","Industrial Gases","$168B (Large)"
"DIS","Walt Disney Co","Domestic","2.22%","55.04","Communication Services","Entertainment","Movies & Entertainment","$175B (Large)"
"ABT","Abbott Laboratories","Domestic","13.16%","23.56","Health Care","Health Care Equipment & Supplies","Health Care Equipment","$183B (Large)"
"TMUS","T-Mobile US Inc","Domestic","0.83%","124.13","Communication Services","Wireless Telecommunication Services","Wireless Telecommunication Services","$189B (Large)"
"DHR","Danaher Corp","Domestic","9.13%","28.93","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$191B (Large)"
"ACN","Accenture PLC","Domestic","24.96%","27.34","Information Technology","IT Services","IT Consulting & Other Services","$195B (Large)"
"CSCO","Cisco Systems Inc","Domestic","16.33%","17.51","Information Technology","Communications Equipment","Communications Equipment","$199B (Large)"
"MCD","McDonald's Corp","Domestic","12.76%","34.61","Consumer Discretionary","Hotels, Restaurants & Leisure","Restaurants","$201B (Large)"
"TMO","Thermo Fisher Scientific Inc","Domestic","9.92%","30.62","Health Care","Life Sciences Tools & Services","Life Sciences Tools & Services","$214B (Large)"
"ORCL","Oracle Corp","Domestic","5.97%","39.01","Information Technology","Software","Systems Software","$221B (Large)"
"AVGO","Broadcom Inc","Domestic","15.11%","23.09","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$225B (Large)"
"COST","Costco Wholesale Corp","Domestic","19.24%","40.48","Consumer Staples","Food & Staples Retailing","Hypermarkets & Super Centers","$235B (Large)"
"PEP","PepsiCo Inc","Domestic","14.44%","26.21","Consumer Staples","Beverages","Soft Drinks","$255B (Large)"
"KO","Coca-Cola Co","Domestic","14.03%","27.33","Consumer Staples","Beverages","Soft Drinks","$270B (Large)"
"MRK","Merck & Co Inc","Domestic","19.95%","17.71","Health Care","Pharmaceuticals","Pharmaceuticals","$271B (Large)"
"PFE","Pfizer Inc","Domestic","21.01%","9.31","Health Care","Pharmaceuticals","Pharmaceuticals","$276B (Large)"
"ABBV","Abbvie Inc","Domestic","11.73%","21.29","Health Care","Biotechnology","Biotechnology","$283B (Large)"
"META","Meta Platforms Inc","Domestic","18.72%","10.63","Communication Services","Interactive Media & Services","Interactive Media & Services","$295B (Large)"
"MA","Mastercard Inc","Domestic","40.93%","34.45","Information Technology","IT Services","Data Processing & Outsourced Services","$332B (Large)"
"HD","Home Depot Inc","Domestic","34.64%","19.58","Consumer Discretionary","Specialty Retail","Home Improvement Retail","$333B (Large)"
"LLY","Eli Lilly and Co","Domestic","18.28%","54.24","Health Care","Pharmaceuticals","Pharmaceuticals","$343B (Large)"
"PG","Procter & Gamble Co","Domestic","18.04%","25.24","Consumer Staples","Household Products","Household Products","$345B (Large)"
"CVX","Chevron Corp","Domestic","15.75%","10.58","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas","$359B (Large)"
"NVDA","NVIDIA Corp","Domestic","16.86%","68.22","Information Technology","Semiconductors & Semiconductor Equipment","Semiconductors","$395B (Large)"
"V","Visa Inc","Domestic","22.70%","30.04","Information Technology","IT Services","Data Processing & Outsourced Services","$396B (Large)"
"WMT","Walmart Inc","Domestic","6.36%","46.87","Consumer Staples","Food & Staples Retailing","Hypermarkets & Super Centers","$412B (Large)"
"JNJ","Johnson & Johnson","Domestic","14.50%","24.62","Health Care","Pharmaceuticals","Pharmaceuticals","$462B (Large)"
"XOM","Exxon Mobil Corp","Domestic","19.22%","9.31","Energy","Oil, Gas & Consumable Fuels","Integrated Oil & Gas","$470B (Large)"
"TSLA","Tesla Inc","Domestic","25.83%","52.34","Consumer Discretionary","Automobiles","Automobile Manufacturers","$537B (Large)"
"GOOGL","Alphabet Inc","Domestic","23.18%","19.89","Communication Services","Interactive Media & Services","Interactive Media & Services","$665B (Large)"
"AMZN","Amazon.com Inc","Domestic","4.15%","86.01","Consumer Discretionary","Internet & Direct Marketing Retail","Internet & Direct Marketing Retail","$951B (Large)"
"MSFT","Microsoft Corp","Domestic","26.47%","26.40","Information Technology","Software","Systems Software","$2T (Large)"
"AAPL","Apple Inc","Domestic","47.04%","24.61","Information Technology","Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals","$2T (Large)"
